Name;Price;CPrice;Number;Type;Restriction,PicUrl
★ Falchion Knife | Scorched (Minimal Wear);$64.95;$62.13;9;★ Covert Knife;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpovbSsLQJf1fLEcjVL49KJh5C0k_bkI7fUqWdY781lteXA54vwxgTj-RE4Z2j3J9eVIQE4aA7Srla2ye3q0Mfp6ZXBnSdns3Mq4XaPyxapwUYb8i5yVXs
StatTrak™ AK-47 | Vulcan (Well-Worn);$64.95;$62.13;12;StatTrak™ Covert Rifle;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpot7HxfDhjxszJemkV086jloKOhcj5Nr_Yg2Zu5MRjjeyPoN6k0ATi8hJuZDqmLY7Ed1M7YVzY-Qe4xLzu1p68vc_BmiRjviQn7WGdwUJ150pPUQ
Sticker | Vox Eminor (Holo) | Katowice 2015;$64.99;$62.17;30;Remarkable Sticker;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXQ9QVcJY8gulRYX0DbRvCiwMbQVg8kdFEYoLW9Lgpp3fzaTjVN4NOJmIGZkPK6ZeKEkzMD6pwm2-iT8NX3jQ2yr0o5ZW_1LNeTdVBtNQ6C-wO4wO65g4j84spzYhycOw
★ Gut Knife | Blue Steel (Minimal Wear);$65.00;$62.18;15;★ Covert Knife;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpovbSsLQJf1ObcTjxT0966gYWPqPv9NLPFqWdQ-sJ0xLnEodz3igSx-BY-Zj2mJ9LAc1Q3Y13Y_1Lrwrvr0MW7uZifwCBlv3E8pSGKHolYdI0
Cologne 2016 Cobblestone Souvenir Package;$65.00;$62.18;85;Base Grade Container;7;https://steamcommunity-a.akamaihd.net/economy/image/
★ Gut Knife | Black Laminate (Battle-Scarred);$65.20;$62.37;2;★ Covert Knife;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpovbSsLQJf1ObcTj5X09ujgL-Yg_j6NqzQhWNu4MBwnPD--Y3nj1H6rUc-ZG-mJNLEdlU8ZgvZq1G-xOq71sW0tZ3OzXtmvnJz4S3ZmUPigQYMMLIn2fFyuA
StatTrak™ P90 | Death by Kitty (Field-Tested);$65.25;$62.42;6;StatTrak™ Covert SMG;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpopuP1FAR17PDJZS5J-dC6h7-bzqfLPr7Vn35c18lwmO7Eu9iiilXl8kVoN2nyIIORdgRqY1nU_lS3x7y61pe-vszMnXE1uHEhsXrD30vggDzyTcg
Krakow 2017 Cobblestone Souvenir Package;$65.33;$62.49;137;Base Grade Container;7;https://steamcommunity-a.akamaihd.net/economy/image/
★ Shadow Daggers | Case Hardened (Well-Worn);$65.37;$62.53;10;★ Covert Knife;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpovbSsLQJfw-bbeQJD_eO5nYyOk8j5Nr_Yg2Zu5MRjjeyPpN72iVDlqEo_YD_2JNKRdVJtZw7V8li9xOq7h8DqvZqayXVmvCZ07GGdwULkTS1GEw
★ Shadow Daggers | Case Hardened (Battle-Scarred);$65.38;$62.54;7;★ Covert Knife;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpovbSsLQJfw-bbeQJD_eO5nYyOk8j8NrrHj1Rd6dd2j6eToN-i3VWy_EVtMDrwINeQcAA3ZlrW81C9wOrs1J7vus6awHU2snQh-z-DyIibsxxS
Sticker | suNny (Gold) | Krakow 2017;$65.47;$62.63;3;Extraordinary Sticker;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXQ9QVcJY8gulRWXk3bSPP_h56EHE59IjtEo7SrMjhn3P_MTjFD_tuz2tmJlqPwZL_TxjoAvZFyjL6Yrd6g2g2y8kA_YjrxIdCRd1M2YwqGqFSggbC4yrmfoW4
Sticker | HEN1 (Gold) | Boston 2018;$65.47;$62.63;7;Extraordinary Sticker;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXQ9QVcJY8gulRfQ1_ESOr_h56LHE59Ijtfs7T0FABv3_f3fTxQ69n4kdSPxKP3ar-Iwj1VucMoi-rE9I-nilfmrhJvNmjycdDDIQBqYVrY-U_-n7k_YtwP0g
ESL One Cologne 2015 Cobblestone Souvenir Package;$65.47;$62.63;104;Base Grade Container;7;https://steamcommunity-a.akamaihd.net/economy/image/
★ Gut Knife | Bright Water (Well-Worn);$65.47;$62.63;3;★ Covert Knife;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpovbSsLQJf1ObcTjVb09O1kYGFqPz6Or3UqWZU7Mxkh9bN9J7yjRrj_EM-MjjwJtDDcVM5ZgmG8wK7l-y8h5Xv7pTKnXRh6SFx5i3VnBPjn1gSOZ_l7rSw
DreamHack 2013 Souvenir Package;$65.47;$62.63;6;Base Grade Container;7;https://steamcommunity-a.akamaihd.net/economy/image/
★ Shadow Daggers | Night (Minimal Wear);$65.47;$62.63;9;★ Covert Knife;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpovbSsLQJfw-bbeQJR4-O4nYeDg8j4OrzZglRd6dd2j6eX94qhi1ey-xFoMGn2INfBcw9sNArUrlLqkObngcXt6Zifm3AyuSAg-z-DyDWixcck
★ Gut Knife | Night (Well-Worn);$65.47;$62.63;2;★ Covert Knife;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpovbSsLQJf1ObcTi5N09K_k4ifqPrxN7LEm1Rd6dd2j6fAodqgjFfn-EpvYzuhINWUdA5rYF-B_FS_wbzn1pDptMjAmCRkunIl-z-DyJdWNjR9
★ Huntsman Knife | Urban Masked (Well-Worn);$65.47;$62.63;3;★ Covert Knife;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpovbSsLQJfx_LLZTRB7dCJh5C0g_bkNoTEhGlQ5vp8j-3I4IHKhFWmrBZyam2iIYWUIw43NV7Z_wDolezt18K8u8mbnXtksykn433dlxewgEsaZ_sv26Ko8CuK9Q
StatTrak™ Nova | Bloomstick (Factory New);$64.08;$61.30;3;StatTrak™ Classified Shotgun;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpouLWzKjhjxszbYS9L4tuJmo-dlsj4OrzZglRd6dd2j6eR94ms3VXk-hc4Zm2hIYGccw44ZV7UrlG7wu28gJe1ucufm3Nn6yh0-z-DyKRYOT6Q
★ Shadow Daggers | Crimson Web (Battle-Scarred);$65.56;$62.71;8;★ Covert Knife;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpovbSsLQJfw-bbeQJK9eOhkYKYqP_xMq3IqWdQ-sJ0xOjDpdWnjQfs-0E_MDqgd9Ccclc8NFyErADtkrvtjJHuuZnOy3JnvSc8pSGK0Zpl5Hc
USP-S | Kill Confirmed (Factory New);$65.58;$62.73;24;Covert Pistol;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpoo6m1FBRp3_bGcjhQ09-jq5WYh8j_OrfdqWhe5sN4mOTE8bP5gVO8vywwMiukcZjEcVc5M1CG-1jtyLi9jJW97pzBmnM27nQlsSvfnkGzhU1OPeY8h6CeVxzAUEsa6pHf
★ Gut Knife;$65.62;$62.77;17;★ Covert Knife;7;https://steamcommunity-a.akamaihd.net/economy/image/
★ Gut Knife | Scorched (Minimal Wear);$65.64;$62.79;12;★ Covert Knife;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpovbSsLQJf1ObcTi5S09i3hJCHksj4OrzZglRd6dd2j6eXoNv0jgLg_RVpZ2_zJIadclQ7Ml2F_Vi_wu3rhJbp7pnOyntk7HQk-z-DyOfOL3QM
★ Flip Knife | Scorched (Field-Tested);$65.90;$63.04;14;★ Covert Knife;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpovbSsLQJf1f_BYQJR_OOylZCbm_LLPr7Vn35c18lwmO7Eu4injgHlqEBuYW36IdOTdQ88ZQ3Rq1a4yea-0JK6vszPwHZj7nIm5XvD30vgloTn9T8
Souvenir XM1014 | Fallout Warning (Factory New);$65.93;$63.07;5;Souvenir Industrial Grade Shotgun;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgporrf0e1Y07ODYTjNX59mlgJKCh_LLPrrDmWRf18l4jeHVyoD0mlOx5Us-ZT-id9CWclNqZ1jV_VS-yLi81MC-75WYzncyuiRx53nflhe3gklSLrs4H8v8SRE
★ Shadow Daggers | Damascus Steel (Minimal Wear);$66.01;$63.14;6;★ Covert Knife;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpovbSsLQJfw-bbeQJD_eOylY2KhPThIISIxlRd4cJ5ntbN9J7yjRri80E5Yzz1J9CSdgNrMw2B_Vfvwefs0J7q6pmfziE36CElsXqJnxy0n1gSOSAOm5Vw
★ StatTrak™ Shadow Daggers | Safari Mesh (Field-Tested);$66.05;$63.18;6;★ StatTrak™ Covert Knife;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpovbSsLQJfw-bbeQJR_OO7kZODqOP1PYTck29Y_chOhujT8om72VDl-URva2qndoXEdAM7ZA2G-lLrw7rrhsPouZ_OyCBn73Zx7X7flwv330-8vWjOaw
★ Flip Knife | Scorched (Battle-Scarred);$66.06;$63.19;7;★ Covert Knife;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpovbSsLQJf1f_BYQJR_OOylZCbm_LLO77QgHJu5MRjjeyPod_00VLj-BE-Mm77JYaddgE5YF3UrgLsxbjmjJPuvpTKznRkvSknsGGdwULvXBzBsA
★ StatTrak™ Gut Knife | Scorched (Field-Tested);$66.07;$63.20;2;★ StatTrak™ Covert Knife;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpovbSsLQJf1ObcTi5S09i3hJCHksj5Nr_Yg2Zu5MRjjeyPot3zjQzi_0FrMGylLY-SIQI6Yg6B-1ntxu27gMC47smbm3thu3QqtGGdwUIO0yEj6Q
★ Falchion Knife | Safari Mesh (Minimal Wear);$66.14;$63.27;2;★ Covert Knife;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpovbSsLQJf1fLEcjVL49KJh5C0mvLnO4TFl2Vu5Mx2gv3--Y3nj1H6rhA_MW76LY_DdwE6N12F-1G2wbq50MC9uZSayntjuXMmsHmJzRXj1AYMMLIjtwvRMA
★ Flip Knife | Scorched (Well-Worn);$66.14;$63.27;5;★ Covert Knife;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpovbSsLQJf1f_BYQJR_OOylZCbm_LLPr7Vn35c18lwmO7Eu4injgHlqEBuYW36IdOTdQ88ZQ3Rq1a4yea-0JK6vszPwHZj7nIm5XvD30vgloTn9T8
★ Shadow Daggers | Case Hardened (Field-Tested);$66.15;$63.28;11;★ Covert Knife;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpovbSsLQJfw-bbeQJD_eO5nYyOk8j5Nr_Yg2Zu5MRjjeyPpN72iVDlqEo_YD_2JNKRdVJtZw7V8li9xOq7h8DqvZqayXVmvCZ07GGdwULkTS1GEw
★ Bowie Knife | Forest DDPAT (Field-Tested);$66.20;$63.33;5;★ Covert Knife;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpovbSsLQJfwObaZzRU7dCJlo-cnvLLO6Lukm9B6dFOh-zF_Jn4t1i1uRQ5fW6hLNSdIA89YgrQqQK_yenohMW4usvJyHFgvHYjsHbUzBGy0BxLa-NxxavJ16PM9BY
Sticker | autimatic (Gold) | Krakow 2017;$66.32;$63.44;5;Extraordinary Sticker;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXQ9QVcJY8gulRWXk3bSPP_h56EHE59IjtWo66sJgZ02vD3djJO6OO6lZKMkrnyZOjQxGoJsJEojL3Hodui2Qfm_kppZGv0co6cIQI-NVHQ-gC_wu3qm9bi6y_y187o
StatTrak™ M4A1-S | Chantico's Fire (Minimal Wear);$66.65;$63.76;17;StatTrak™ Covert Rifle;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou-6kejhz2v_Nfz5H_uO1gb-Gw_alIITCmX5d_MR6j_v--YXygECLpxIuNDztII-We1I4aAqE_Fi_lerthMXttc7OnXRmvyhw4Xndlx3kiUkfa-ZuguveFwseJK64Qw
★ Flip Knife | Urban Masked (Battle-Scarred);$66.70;$63.80;4;★ Covert Knife;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpovbSsLQJf1f_BYQJR_OOilZCOqOLmMbrfqWNU6dNoteXA54vwxlDl-kdlMD_7d4_Geg5qaVmC81O-xbu8hpS1up7Py3tks3Qm5XjYlhapwUYb0Ay06gc
★ Bowie Knife | Ultraviolet (Battle-Scarred);$66.75;$63.85;9;★ Covert Knife;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpovbSsLQJfwObaZzRU7dCJlo-cnvLLILTuhn5D-Ml0teHE9Jrst1i1uRQ5fWuldYaScwBsMAnT_Ve_xuq5hZC9vZ2dnXVmv3Yrty2Mm0e0gxxNa7NxxavJ3QI_kA8
StatTrak™ Galil AR | Shattered (Factory New);$66.82;$63.92;4;StatTrak™ Mil-Spec Grade Rifle;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgposbupIgthwczAaAJB_sm7hIyOqPXmMq3eqWdY781lteXA54vwxlK3rUFpa2v0d4bAJA42MwmD_QS7k-7qg5Hp78nMmHU36HV35X7alhSpwUYbQZ2Q3_0
Souvenir M4A4 | Tornado (Factory New);$66.84;$63.94;8;Souvenir Industrial Grade Rifle;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou-6kejhz3Mzcfi9M7di5q4yCkP_gDLfQhGxUppB00ryT99ys3Qa1rUdrMD2mLdSdIQA-NAyG-1K5l-3r15696sjByHB9-n51bBhZfok
★ Bowie Knife | Forest DDPAT (Well-Worn);$66.85;$63.95;6;★ Covert Knife;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpovbSsLQJfwObaZzRU7dCJlo-cnvLLO6Lukm9B6dFOh-zF_Jn4t1i1uRQ5fW6hLNSdIA89YgrQqQK_yenohMW4usvJyHFgvHYjsHbUzBGy0BxLa-NxxavJ16PM9BY
★ Huntsman Knife | Boreal Forest (Well-Worn);$66.90;$64.00;4;★ Covert Knife;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpovbSsLQJfx_LLZTRB7dCJnJm0kfjmNqjFqWle-sBwhtbM8Ij8nVmLpxIuNDztdYTAcgFvN1mBrlPqx-i-hJW7tcyfzHowvXRx4yyOyUG_hxwdbLZmg-veFwv1pBSWeg
★ Shadow Daggers | Ultraviolet (Well-Worn);$66.95;$64.04;5;★ Covert Knife;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpovbSsLQJfw-bbeQJR4-OmgZKbm_LLPr7Vn35c18lwmO7Eu9ml3wSy8kM5Ym3zJtWVJ1NsMFmF8lG6kL3ngpW_v8ycm3ZjuSIj4SnD30vgnH3NbOA
Sticker | kennyS (Gold) | Boston 2018;$67.00;$64.09;7;Extraordinary Sticker;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXQ9QVcJY8gulRfQ1_ESOr_h56LHE59Ijtcs7SrMhRf1PzEdQJO7c6xkc6JzqbyMeuDwGlXvpJ33L-V99-n3QXsr0ZkZ22mLIOUI1NqYQ7R81Lv366x0jL8rT_S
★ Flip Knife | Forest DDPAT (Field-Tested);$67.12;$64.21;24;★ Covert Knife;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpovbSsLQJf1f_BYQJK9eOykJCKg8j5Nr_Yg2Zu5MRjjeyPpdun3gGy-hY_NWz2IIKQclQ7NFGE_Fe6x-zs0MPqtczBm3VgvHVw4mGdwUIWFVDAjQ
★ Gut Knife | Black Laminate (Field-Tested);$67.19;$64.27;10;★ Covert Knife;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpovbSsLQJf1ObcTj5X09ujgL-Yg_j6NqzQhWNu5cB1g_zMyoD0mlOx5RJvN2qnIoCXewZsZVjQ8lLrkrzpjMS66M-fy3M1vSchs3aIlkC-iBFSLrs4FQ41Ito
StatTrak™ AWP | BOOM (Minimal Wear);$67.24;$64.32;28;StatTrak™ Classified Sniper Rifle;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpot621FA957PHEcDB9_9W7hIyOqPv9NLPFqWdQ-sJ0xOzFpN2h0QDj_0ttNmnwIoDHcFVqNFjZ-AC2lbq-1pLou5_MyXVkv3I8pSGK_P3OCnU
ESL One Katowice 2015 Cobblestone Souvenir Package;$67.32;$64.40;50;Base Grade Container;7;https://steamcommunity-a.akamaihd.net/economy/image/
★ Gut Knife | Damascus Steel (Well-Worn);$67.40;$64.47;5;★ Covert Knife;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpovbSsLQJf1ObcTjxT09i3mYGYlOLnDLbUkmJE5fp9i_vG8MKgjQDkrRI6Ym30cYLHdwRvNQnR-1Pvkr-6gMC0tMibyidn7iEisSnVgVXp1qSJ3C8u
Souvenir M4A4 | Urban DDPAT (Factory New);$67.58;$64.65;5;Souvenir Industrial Grade Rifle;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou-6kejhoyszMdS1D-OOjhoK0m_7zO6_ummpD78A_3erE8d2j2Qbkr0ZoMTqnd4TDI1c4ZwzS-1TvlObuhZK97c_LyiAwvj5iuyg9kreMiA
Souvenir Tec-9 | Remote Control (Well-Worn);$67.04;$64.13;1;Souvenir Classified Pistol;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpoor-mcjhnwMzcdD4b09m4go-SqPrxN7LEm1Rd6dd2j6eZ9473iQLh-EA-aj-ncdeQe1I8ZlHZ_le6lOq7g8K1upiYznNr7iAq-z-DyJTX5-QZ
★ StatTrak™ Falchion Knife | Urban Masked (Field-Tested);$67.63;$64.69;7;★ StatTrak™ Covert Knife;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpovbSsLQJf1fLEcjVL49KJh5C0g_bkNoTEhGlQ5vp8j-3I4IHKhFWmrBZyYG3yLITGIQ5qN1nW_1Xoxr3shp_pu5jAziRjvSAk7H6Omx20gk1FOPsv26LsGCteJg
★ Huntsman Knife | Forest DDPAT (Well-Worn);$67.78;$64.84;5;★ Covert Knife;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpovbSsLQJfx_LLZTRB7dCJnJm0k_PkMq_um25V4dB8teXA54vwxgLlqURlY2n1dobGIQVtNwrVrle9k7y5056-uZXJwHpgsygl4S6LlkGpwUYbifRo7fk
★ Falchion Knife | Blue Steel (Battle-Scarred);$68.00;$65.05;9;★ Covert Knife;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpovbSsLQJf1fLEcjVL49KJlZG0lfvhNr_unm5Q_txOhujT8om7ig3srUFoYTr7coWdcg5tYF6B-1G_yb25hcTvtJ_ByyQw7yYn4S7ZnQv330-ul4UOXQ
StatTrak™ P2000 | Fire Elemental (Factory New);$68.03;$65.08;7;StatTrak™ Covert Pistol;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpovrG1eVcwg8zLZAJSvozmxL-NnuXxDL7dk2ZU5tFwhtbN_Iv9nGu4qgE7NnfycYOSJgJqaA7RqVS_lOjuhsW9tZ_KynVk63En4CmMzRHlgUkeb7c8m7XAHtIREKva
